address,awarding_agency,awarding_agency_link,awarding_agency_ministry,awarding_ministry,company_email,contract_award_price,contract_awarded_to,contract_id,contract_signed_on,contract_title,currency,data_source,estimated_contract_completion_date,tender_description,tender_lot_Numbers,tender_package_no,tender_type
"P.O.Box KN 3418
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,118600,Palb Pharmaceuticals Ltd,1131,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1131,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"P.O.Box AH 1358
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,65000,St. Kem Pharmaceuticals Ltd,1132,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1132,2014-06-30,Procurement of Medical Supplies (Consumles),65,GHS/ER/NCT/2013/B.2.5/04,NCT
"P.O.Box DS 389
Dansoman-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,1913399,Investrade International (Gh) Ltd,1133,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1133,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"5 Osabu Street
Ablenkpe-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,859824,Herona Co. Ltd,1134,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1134,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"P.O.Box 3345
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,98500,Ernest Chemists Ltd,1135,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1135,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"P.O.Box AF 60
Koforidua",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,120000,Max Hope Co. Ltd,1136,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1136,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"P.O.Box 14516
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,1948525,Frandak Agency,1137,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1137,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"P.O.Box KJ613
Kumasi",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,31980,Stanbravo Co. Ltd,1138,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1138,2014-06-30,Procurement of Medical Supplies (Consumles),Various,GHS/ER/NCT/2013/B.2.5/04,NCT
"P. O. Box 3468
Accra Central
Accra",University of Mines and Technology -Tarkwa,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1383,University of Mines and Technology -Tarkwa /Ministry of Education,Ministry of Education,,17403.18,Bright Enterprise,1139,2013-09-20,Procurement of General Goods (Phase 1),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1139,2013-10-04,Lot 1: Stationery     Lot 2: Photocopy Toner Cartridge     Lot 3: Printers Cartridge     Lot 4: Electrical Appliances     Lot 5: Computer Accessories     Lot 6: Furniture and Others,1,UMaT/NCT/GEN-GOODS/2013,NCT
"P. O. Box 3468
Accra Central
Accra",University of Mines and Technology -Tarkwa,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1383,University of Mines and Technology -Tarkwa /Ministry of Education,Ministry of Education,,6279,Bright Enterprise,1140,2013-09-20,Procurement of General Goods (Phase 1),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1140,2013-10-04,Lot 1: Stationery     Lot 2: Photocopy Toner Cartridge     Lot 3: Printers Cartridge     Lot 4: Electrical Appliances     Lot 5: Computer Accessories     Lot 6: Furniture and Others,2,UMaT/NCT/GEN-GOODS/2013,NCT
"P. O. Box 347
Teshie Nungua",University of Mines and Technology -Tarkwa,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1383,University of Mines and Technology -Tarkwa /Ministry of Education,Ministry of Education,,64265.05,Ostenfield Enterprise,1141,2013-09-20,Procurement of General Goods (Phase 1),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1141,2013-10-04,Lot 1: Stationery     Lot 2: Photocopy Toner Cartridge     Lot 3: Printers Cartridge     Lot 4: Electrical Appliances     Lot 5: Computer Accessories     Lot 6: Furniture and Others,3,UMaT/NCT/GEN-GOODS/2013,NCT
"P. O. Box MC 3030
Market Circle
Takoradi",University of Mines and Technology -Tarkwa,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1383,University of Mines and Technology -Tarkwa /Ministry of Education,Ministry of Education,,25936.04,Kingsdeco Limited,1142,2013-09-20,Procurement of General Goods (Phase 1),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1142,2013-10-04,Lot 1: Stationery     Lot 2: Photocopy Toner Cartridge     Lot 3: Printers Cartridge     Lot 4: Electrical Appliances     Lot 5: Computer Accessories     Lot 6: Furniture and Others,4,UMaT/NCT/GEN-GOODS/2013,NCT
"P. O. Box 1435
Kaneshie
Accra",University of Mines and Technology -Tarkwa,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1383,University of Mines and Technology -Tarkwa /Ministry of Education,Ministry of Education,,5640,Onua Francis Comp. Limited,1143,2013-09-20,Procurement of General Goods (Phase 1),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1143,2013-10-04,Lot 1: Stationery     Lot 2: Photocopy Toner Cartridge     Lot 3: Printers Cartridge     Lot 4: Electrical Appliances     Lot 5: Computer Accessories     Lot 6: Furniture and Others,5,UMaT/NCT/GEN-GOODS/2013,NCT
"P. O. Box 1435
Kaneshie
Accra",University of Mines and Technology -Tarkwa,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1383,University of Mines and Technology -Tarkwa /Ministry of Education,Ministry of Education,,18555,Onua Francis Comp. Limited,1144,2013-09-20,Procurement of General Goods (Phase 1),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1144,2013-10-04,Lot 1: Stationery     Lot 2: Photocopy Toner Cartridge     Lot 3: Printers Cartridge     Lot 4: Electrical Appliances     Lot 5: Computer Accessories     Lot 6: Furniture and Others,6,UMaT/NCT/GEN-GOODS/2013,NCT
"P. O. BOOX MP2817
MAMPROBI ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,71638754,AL IDDISAH AND COMPANY LLIMITED,1145,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1145,2014-08-31,,4,GRA/NCT/WKS/10/01/2013t,NCT
P. O. Box AN 15657,University Of Cape Coast (UCC),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1376,University Of Cape Coast (UCC) /Ministry of Education,Ministry of Education,,37914.61,AyTech Electricals Eng. Solutions Ltd,1146,2014-01-09,4X4 PICKUPS  FOR CCE,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1146,2014-02-23,QUANTITY: 4,1,CR/UCC/GD/0054/2014,NCT
"P. O. Box 1644
ACCRA",University Of Cape Coast (UCC),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1376,University Of Cape Coast (UCC) /Ministry of Education,Ministry of Education,,619069.4,TOYOTA GHANA COMPANY LIMITED,1149,2013-08-16,Supply of Vehicles,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1149,2013-10-16,Lot 1: 4x4 Double Cabin Pick up     Lot 2: 33 Seater Bus for IFCIA and SRC    Lot 3: 15 Seater Bus for University Hostel and Shuttle Bus Service.,1 to 3,CR/UCC/GD/0015/2013,NCT
"P. O. BOX CO819
TEMA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,29013684,MERICOM SOLUTIONS LIMITED,1150,2013-12-11,PROCUREMENT OF COMPUTERS AND ACCESSORIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1150,2014-01-11,,4,GRA/NCT/03/01/2013,NCT
P. O. BOX GP 13724,Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,433500,PERFECT BUSINESS SYSTEMS,1151,2013-12-11,PROCUREMENT OF COMPUTERS AND ACCESSORIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1151,2014-01-11,,5,GRA/NCT/03/01/2013,NCT
"P. O. BOX 7617
ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,18829965,IPMC,1152,2014-12-11,PROCUREMENT OF COMPUTERS AND ACCESSORIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1152,2014-01-11,,6,GRA/NCT/03/01/2013,NCT
"P. O. BOX KN188
KANESHIE ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,287500,CENTRAL FURNITURE WORKS,1153,2013-12-11,PROCUREMENT OF OFFICE FURNITURE,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1153,2014-01-11,,5,GRA/NCT/06/01/2013,NCT
"P. O. BOX 7117
ACCRA NORTH",Ghana Civil Aviation Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1327,Ghana Civil Aviation Authority /,,,825000,RANA MOTORS & METAL WORKS ENG CO. LTD,1154,2013-12-11,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1154,2014-03-11,,1,,
"P. O. BOX KIA 18143
AIRPORT",Ghana Shippers Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1339,Ghana Shippers Authority /,,,147600,PLATINUM FURNITURE LIMITED,1155,2013-12-11,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1155,2014-01-11,,"3A, 3B",,
"P. O. BOX KN 188
KANESHIE ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,201250,CENTRAL FURNITUR WORKS,1156,2013-12-11,PROCUREMENT OF OFFICE FURNITURE,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1156,,,1,GRA/NCT/06/01/2013,NCT
"P. O. BOX KN 188
KANESHIE ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,201250,CENTRAL FURNITUR WORKS,1157,2013-12-11,PROCUREMENT OF OFFICE FURNITURE,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1157,2014-01-11,,1,GRA/NCT/06/01/2013,NCT
"P. O. BOX KIA 18143
AIRPORT",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,690000,PLATINUM FURNITURE LIMITED,1158,2013-12-11,PROCUREMENT OF OFFICE FURNITURE,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1158,2014-01-11,,2,GRA/NCT/06/01/2013,NCT
P. O. BOX GP 90,Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,169050,GLOFAG LIMITED,1159,2013-12-11,"PROCUREMENT OF PREVENTIVE ITEMS, SPORTS EQUIPMENT",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1159,2014-01-11,LOT 1-6 PREVENTIVE ITEMS  LOT 7 UNIFORM MATERIAL,4,GRA/NCT/07/01/2013,NCT
"P. O. BOX GP 90
ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,1329975,GLOFAG LIMITED,1160,2013-12-11,"PROCUREMENT OF PREVENTIVE ITEMS, SPORTS EQUIPMENT",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1160,2014-01-11,LOT 1-6 PREVENTIVE ITEMS  LOT 7 UNIFORM MATERIAL,3,GRA/NCT/07/01/2013,NCT
"P. O. BOX CO 3185
TEMA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,158700,ROTSAM GHANA LIMITED,1161,2013-12-11,"PROCUREMENT OF PREVENTIVE ITEMS, SPORTS EQUIPMENT",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1161,2014-01-11,LOT 1-6 PREVENTIVE ITEMS  LOT 7 UNIFORM MATERIAL,2,GRA/NCT/07/01/2013,NCT
"P. O. BOX CO 3185
TEMA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,158700,ROTSAM GHANA LIMITED,1162,2013-12-11,"PROCUREMENT OF PREVENTIVE ITEMS, SPORTS EQUIPMENT",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1162,2014-01-11,LOT 1-6 PREVENTIVE ITEMS  LOT 7 UNIFORM MATERIAL,2,GRA/NCT/07/01/2013,NCT
"P. O. Box AN 3449,
Accra",Ghana Investment Fund for Electronic Communication,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=325,Ghana Investment Fund for Electronic Communication /Ministry of Trade and Industry,Ministry of Trade and Industry,,279720,Stallion Motors (Gh) Limited,1163,2013-11-27,Supply of Saloon Car,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1163,2013-12-27,Supply of Saloon Car,1,GIPC/GoG/Veh/Feb/2013,NCT
"P. O. Box 1644
Kaneshie-Accra",Environmental Protection Agency,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=305,Environmental Protection Agency/Ministry of Environment Science and Technology,Ministry of Environment Science and Technology,,580500,Toyota Ghana Company Limited,1164,2013-12-03,PROCUREMENT OF VEHICLES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1164,2013-01-03,LOT 1: 3 Cross country vehicles  LOT 2: 3 4X4 cin pick-ups,2,EPA/NCT/VEH/002/13,NCT
"P. O. Box KN 3449
Kaneshie-Accra",Environmental Protection Agency,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=305,Environmental Protection Agency/Ministry of Environment Science and Technology,Ministry of Environment Science and Technology,,279720,Stallion Motors (Ghana) Limited,1165,2013-11-27,Supply of Vehicles,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1165,2013-12-27,"a) Saloon Cars, 2  b) Executive Saloon Cars, 2",1,GR/EPA/GD/0012/2013,NCT
"P. O. Box KN 3449,
Kaneshie-Accra",Environmental Protection Agency,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=305,Environmental Protection Agency/Ministry of Environment Science and Technology,Ministry of Environment Science and Technology,,279720,Stallion Motors (Ghana) Limited,1166,2013-11-27,PROCUREMENT OF VEHICLES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1166,2013-12-27,a. 2 Saloon Cars -   b. 2 Executive Saloon cars,1,GR/EPA/GD/0012/2013,NCT
"P. O. Box KN 3449,
Kaneshie-Accra",Environmental Protection Agency,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=305,Environmental Protection Agency/Ministry of Environment Science and Technology,Ministry of Environment Science and Technology,,279720,Stallion Motors (Ghana) Limited,1167,2013-11-27,PROCUREMENT OF VEHICLES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1167,2013-12-27,a. 2 Saloon Cars -   b. 2 Executive Saloon cars,1,GR/EPA/GD/0012/2013,NCT
"IPMC
P. O. Box AN 7617
Accra - North",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,143660.02,IPMC,1170,2014-01-27,Supply and Installation of Printers,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1170,2014-03-27,Supply and Installation of Printers,1,GR/SSNIT/GD/0024/2013,NCT
P. O. BOX KU 78 - WINNEBA,Sagnarigu District Assembly,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1430,Sagnarigu District Assembly/Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,173673.67,OBAAKWAA ENTERPRISE LIMITED,1171,2013-12-23,REFURBISHMENT OF OFFICE BLOCK,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1171,2014-03-17,,1,MLGRD/GUMPP/NCT/WKS/2013/01,NCT
"P .O. BOX KIA30425
AIRPORT ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,215855,TRANS GHANA COMMUNICATION LIMITED,1172,2013-12-11,PROCUREMENT OF COMMUNICATION EQUIPMENT,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1172,2014-01-01,,2,GRA/NCT/09/01/2013,NCT
"P. O. BOX KIA 30425
AIRPORT ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,671025,TRANS GHANA COMMUNICATION LIMITED,1173,2013-12-11,PROCUREMENT OF COMMUNICATION EQUIPMENT,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1173,2014-01-01,,3,GRA/NCT/09/01/2013,NCT
"P. O. BOX AN7617
ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,20386349,IPMC,1174,2013-12-11,PROCUREMENT OF COMPUTERS AND ACCESSORIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1174,2014-01-11,,8,GRA/NCT/03/01/2013,NCT
"Hetro House H. No. 8-3-166/7/1
Erragadda
Hyderabad
India",Ghana News Agency,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=334,Ghana News Agency/Ministry of Communication,Ministry of Communication,,510008.4,Hetro Labs Limited,1175,2014-01-22,SUPPLY OF VEHICLES AND ACCESORIES,USA Dollar,https://www.ppaghana.org/contractdetail.asp?Con_ID=1175,2014-04-22,1. 4x4 double Cabin Pick-up 2. 4x4 Cross Country Vehicle 3. Car Batteries  4. Vehicle Tyres,1,GR/GNA/NCT/GD/0005/2013,NCT
"P. O. BOX MP 2817
MAMPROBI ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,71638754,ALIDDISAH AND COMPANY LIMITED,1176,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1176,2014-06-06,,4,GRA/NCT/WKS/10/01/2013t,NCT
"Central Furniture Works
P. O. Box KN 188
Kaneshie - Accra",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,50140,Central Furniture Works,1177,2014-02-11,Procurement of Goodsu,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1177,2014-04-11,Supply and installation of Office Furniture,2,GR/SSNIT/GD/0043/2013,NCT
"Yepon Ventures
P. O. Box 1555
Accra",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,62090,Yepon Ventures,1178,2014-02-12,Procurement of Goodsu,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1178,2014-04-12,Supply and installation of Office Furniture,1,GR/SSNIT/GD/0043/2013,NCT
"P. O. Box AN 7617
Accra",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,169813.43,IPMC,1179,2014-01-27,Supply and Installation of Printers,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1179,2014-03-27,Supply and Installation of Printers,2,GR/SSNIT/GD/0024/2013,NCT
"P. O. Box AN 7617
Accra",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,1229260.53,IPMC,1180,2014-01-27,PROCUREMENT OF TECHNICAL,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1180,2014-05-13,Provision of local area network communication infrastructure and supply and installation of Automatic voltage regulators and uninterrupted power supply units at selected SSNIT offices,1,GR/SSNIT/TS/0005/2013,NCT
"BUILDTRUST COMPANY LIMITED
P.O.BOX AN12595
ACCRA-NORTH",Accra Metropolitan Assembly,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=409,Accra Metropolitan Assembly/Ministry of Agriculture,Ministry of Agriculture,,129760,Buildtrust Company Limited,1181,2013-11-19,PROCUREMENT OF FIELD LOGISTIC & EQUIPMENT FOR WAAPP PCU,USA Dollar,https://www.ppaghana.org/contractdetail.asp?Con_ID=1181,2013-12-16,"The West Africa Agricultural Productivity Programme (WAAPP) of the Ministry of Food and Agriculture, (MOFA), invites sealed bids from eligible bidders for the Goods Procurement listed below.      FIELD MATERIALS & EQUIPMENT  QUANTITY: VARIOUS  BID SECURITY: GHC 2500  DELIVERY SCHEDULE: 60DAYS    1. Address for Bid Submission  Project Coordinator, WAAPP    Street Address:  WEST AFRICA AGRICULTURAL PRODUCTIVITY PROGRAMME (WAAPP)                  Ministry of Food and Agriculture, P O Box M.37, Accra, Ghana  Room number: 2, 3, and 4    Accra, Ghana      2. Address for Bid Opening   Conference Room of the Ministry of Food and Agriculture Information Resource Centre, Accra in the vicinity of Aglow Chemicals and the Greater-Accra Regional MoFA Offices",4,MOFA/WAAPP/GE/NCB/2013/05,NCT
"P. O. BOX MD 975
MADINA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,121793274,MILLNEST CONSTRUCTION LIMITED,1182,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1182,2014-06-30,,8,GRA/NCT/WKS/10/01/2013t,NCT
"P. O. BOX MP 2817
ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,66987814,NORTHERN ROCKETLIMITED,1183,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1183,2014-06-30,,5,GRA/NCT/WKS/10/01/2013t,NCT
"P. O. BOX KD 29
KANDA, ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,32138414,I.A.K.A LIMITED,1184,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1184,2014-06-30,,11-DEC-2013,GRA/NCT/WKS/10/01/2013t,NCT
"P. O. BOX 1216
OSU ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,28404540,AKASONS LIMITED,1185,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1185,2014-06-30,,10,GRA/NCT/WKS/10/01/2013t,NCT
"P. O. BOX 16462
KIA AIRPORT",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,40477528,KADDACON LIMITED,1186,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1186,2014-06-30,,1,GRA/NCT/WKS/10/01/2013t,NCT
"P. O. BOX CE 11743
TEMA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,73677756,SMART STAFF CONSTRUCTION LIMITED,1187,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1187,2014-06-30,,6,GRA/NCT/WKS/10/01/2013t,NCT
"P. O. BOX 1959
TESHIE NUNGUA ACCRA",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/Ministry of Finance,Ministry of Finance,,43008062,JESPAKO GHANA LIMITED,1188,2013-12-11,PROCUREMENT OF WORKS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1188,2014-06-30,,3,GRA/NCT/WKS/10/01/2013t,NCT
"Paper House
P. O. Box TA 239
Tiafa - Accra",Social Security and National Insurance Trust (SSNIT),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=283,Social Security and National Insurance Trust (SSNIT) /Ministry of Finance,Ministry of Finance,,47755,Paper House,1190,2014-02-10,Printing and Supply of Office Stationery,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1190,2014-03-24,Printing and Supply of Office Stationery,1,GR/SSNIT/GD/0022/2013,NCT
